GO.ID	Term	Annotated	Significant	Expected	KS
GO:0006768	biotin metabolic process	3	3	3	1.00000
GO:0007127	meiosis I	138	138	138	1.00000
GO:0036211	protein modification process	1703	1703	1703	1.00000
GO:1901475	pyruvate transmembrane transport	1	1	1	1.00000
GO:0080190	lateral growth	4	4	4	1.00000
GO:0006757	ATP generation from ADP	191	191	191	1.00000
GO:0045824	negative regulation of innate immune response	6	6	6	1.00000
GO:0015893	drug transport	14	14	14	1.00000
GO:0071395	cellular response to jasmonic acid stimulus	269	269	269	1.00000
GO:0045827	negative regulation of isoprenoid metabolic process	2	2	2	1.00000
GO:0071396	cellular response to lipid	346	346	346	1.00000
GO:0045828	positive regulation of isoprenoid metabolic process	1	1	1	1.00000
GO:1901420	negative regulation of response to alcohol	29	29	29	1.00000
GO:1901421	positive regulation of response to alcohol	18	18	18	1.00000
GO:0000305	response to oxygen radical	42	42	42	1.00000
GO:0034661	ncRNA catabolic process	6	6	6	1.00000
GO:1901428	regulation of syringal lignin biosynthetic process	1	1	1	1.00000
GO:0006787	porphyrin-containing compound catabolic process	59	59	59	1.00000
GO:0045815	positive regulation of gene expression, epigenetic	1	1	1	1.00000
GO:0008300	isoprenoid catabolic process	9	9	9	1.00000
GO:0006771	riboflavin metabolic process	7	7	7	1.00000
GO:0045841	negative regulation of mitotic metaphase/anaphase transition	4	4	4	1.00000
GO:1901419	regulation of response to alcohol	49	49	49	1.00000
GO:0006775	fat-soluble vitamin metabolic process	8	8	8	1.00000
GO:0034654	nucleobase-containing compound biosynthetic process	2085	2085	2085	1.00000
GO:0034655	nucleobase-containing compound catabolic process	127	127	127	1.00000
GO:1900274	regulation of phospholipase C activity	1	1	1	1.00000
GO:0035821	modification of morphology or physiology of other organism	112	112	112	1.00000
GO:0035822	gene conversion	1	1	1	1.00000
GO:0061392	regulation of transcription from RNA polymerase II promoter in response to osmotic stress	1	1	1	1.00000
GO:0035825	reciprocal DNA recombination	137	137	137	1.00000
GO:0070192	chromosome organization involved in meiotic cell cycle	83	83	83	1.00000
GO:0006720	isoprenoid metabolic process	444	444	444	1.00000
GO:0070193	synaptonemal complex organization	2	2	2	1.00000
GO:0046209	nitric oxide metabolic process	7	7	7	1.00000
GO:0006721	terpenoid metabolic process	243	243	243	1.00000
GO:0006722	triterpenoid metabolic process	43	43	43	1.00000
GO:0045833	negative regulation of lipid metabolic process	3	3	3	1.00000
GO:0045834	positive regulation of lipid metabolic process	3	3	3	1.00000
GO:0045835	negative regulation of meiotic nuclear division	2	2	2	1.00000
GO:0071367	cellular response to brassinosteroid stimulus	38	38	38	1.00000
GO:0015868	purine ribonucleotide transport	6	6	6	1.00000
GO:0010393	galacturonan metabolic process	56	56	56	1.00000
GO:0006714	sesquiterpenoid metabolic process	43	43	43	1.00000
GO:0015850	organic hydroxy compound transport	5	5	5	1.00000
GO:0015851	nucleobase transport	47	47	47	1.00000
GO:0010395	rhamnogalacturonan I metabolic process	1	1	1	1.00000
GO:0010396	rhamnogalacturonan II metabolic process	5	5	5	1.00000
GO:0090467	arginine import	3	3	3	1.00000
GO:0080152	regulation of reductive pentose-phosphate cycle	3	3	3	1.00000
GO:0015855	pyrimidine nucleobase transport	1	1	1	1.00000
GO:0071359	cellular response to dsRNA	143	143	143	1.00000
GO:0006740	NADPH regeneration	1	1	1	1.00000
GO:0006743	ubiquinone metabolic process	23	23	23	1.00000
GO:0034622	cellular macromolecular complex assembly	604	604	604	1.00000
GO:0060191	regulation of lipase activity	1	1	1	1.00000
GO:0060193	positive regulation of lipase activity	1	1	1	1.00000
GO:0018393	internal peptidyl-lysine acetylation	13	13	13	1.00000
GO:0071383	cellular response to steroid hormone stimulus	38	38	38	1.00000
GO:0018394	peptidyl-lysine acetylation	13	13	13	1.00000
GO:0046794	transport of virus	9	9	9	1.00000
GO:0006732	coenzyme metabolic process	557	557	557	1.00000
GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	3	3	3	1.00000
GO:0006734	NADH metabolic process	1	1	1	1.00000
GO:0034614	cellular response to reactive oxygen species	40	40	40	1.00000
GO:0030320	cellular monovalent inorganic anion homeostasis	4	4	4	1.00000
GO:0000460	maturation of 5.8S rRNA	4	4	4	1.00000
GO:0090487	secondary metabolite catabolic process	203	203	203	1.00000
GO:1901402	negative regulation of tetrapyrrole metabolic process	1	1	1	1.00000
GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	4	4	4	1.00000
GO:1901403	positive regulation of tetrapyrrole metabolic process	1	1	1	1.00000
GO:1901404	regulation of tetrapyrrole catabolic process	3	3	3	1.00000
GO:0010360	negative regulation of anion channel activity	2	2	2	1.00000
GO:0034641	cellular nitrogen compound metabolic process	4295	4295	4295	1.00000
GO:0010361	regulation of anion channel activity by blue light	2	2	2	1.00000
GO:0034644	cellular response to UV	10	10	10	1.00000
GO:0034645	cellular macromolecule biosynthetic process	3183	3183	3183	1.00000
GO:0071322	cellular response to carbohydrate stimulus	111	111	111	1.00000
GO:0071324	cellular response to disaccharide stimulus	7	7	7	1.00000
GO:0071326	cellular response to monosaccharide stimulus	9	9	9	1.00000
GO:0071310	cellular response to organic substance	1130	1130	1130	1.00000
GO:0034637	cellular carbohydrate biosynthetic process	511	511	511	1.00000
GO:0080112	seed growth	6	6	6	1.00000
GO:0051353	positive regulation of oxidoreductase activity	3	3	3	1.00000
GO:0010383	cell wall polysaccharide metabolic process	236	236	236	1.00000
GO:0010384	cell wall proteoglycan metabolic process	1	1	1	1.00000
GO:0006706	steroid catabolic process	2	2	2	1.00000
GO:0000470	maturation of LSU-rRNA	1	1	1	1.00000
GO:0080140	regulation of jasmonic acid metabolic process	3	3	3	1.00000
GO:0042060	wound healing	1	1	1	1.00000
GO:0015849	organic acid transport	266	266	266	1.00000
GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	4	4	4	1.00000
GO:0071331	cellular response to hexose stimulus	9	9	9	1.00000
GO:0015833	peptide transport	1077	1077	1077	1.00000
GO:0080134	regulation of response to stress	553	553	553	1.00000
GO:0015837	amine transport	7	7	7	1.00000
GO:0080135	regulation of cellular response to stress	375	375	375	1.00000
GO:0002009	morphogenesis of an epithelium	3	3	3	1.00000
GO:0007264	small GTPase mediated signal transduction	1	1	1	1.00000
GO:0007265	Ras protein signal transduction	1	1	1	1.00000
GO:0007266	Rho protein signal transduction	1	1	1	1.00000
GO:0070141	response to UV-A	4	4	4	1.00000
GO:2000573	positive regulation of DNA biosynthetic process	3	3	3	1.00000
GO:0051321	meiotic cell cycle	250	250	250	1.00000
GO:0006892	post-Golgi vesicle-mediated transport	6	6	6	1.00000
GO:1901160	primary amino compound metabolic process	2	2	2	1.00000
GO:0032069	regulation of nuclease activity	2	2	2	1.00000
GO:1901162	primary amino compound biosynthetic process	1	1	1	1.00000
GO:0015801	aromatic amino acid transport	1	1	1	1.00000
GO:0032055	negative regulation of translation in response to stress	1	1	1	1.00000
GO:0051316	attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation	1	1	1	1.00000
GO:0010346	shoot axis formation	15	15	15	1.00000
GO:0015807	L-amino acid transport	4	4	4	1.00000
GO:0046717	acid secretion	1	1	1	1.00000
GO:0017182	peptidyl-diphthamide metabolic process	1	1	1	1.00000
GO:0051341	regulation of oxidoreductase activity	3	3	3	1.00000
GO:0051345	positive regulation of hydrolase activity	4	4	4	1.00000
GO:0051346	negative regulation of hydrolase activity	7	7	7	1.00000
GO:0090407	organophosphate biosynthetic process	719	719	719	1.00000
GO:0051348	negative regulation of transferase activity	41	41	41	1.00000
GO:0060147	regulation of posttranscriptional gene silencing	3	3	3	1.00000
GO:1901182	regulation of camalexin biosynthetic process	1	1	1	1.00000
GO:0030490	maturation of SSU-rRNA	9	9	9	1.00000
GO:0032074	negative regulation of nuclease activity	1	1	1	1.00000
GO:0032075	positive regulation of nuclease activity	1	1	1	1.00000
GO:0006868	glutamine transport	1	1	1	1.00000
GO:0051338	regulation of transferase activity	51	51	51	1.00000
GO:0042040	metal incorporation into metallo-molybdopterin complex	2	2	2	1.00000
GO:0042044	fluid transport	137	137	137	1.00000
GO:1990778	protein localization to cell periphery	3	3	3	1.00000
GO:2000539	regulation of protein geranylgeranylation	1	1	1	1.00000
GO:0032026	response to magnesium ion	1	1	1	1.00000
GO:0071495	cellular response to endogenous stimulus	744	744	744	1.00000
GO:0071496	cellular response to external stimulus	327	327	327	1.00000
GO:0048462	carpel formation	1	1	1	1.00000
GO:0048464	flower calyx development	70	70	70	1.00000
GO:0048465	corolla development	85	85	85	1.00000
GO:0048466	androecium development	134	134	134	1.00000
GO:0048468	cell development	522	522	522	1.00000
GO:0048469	cell maturation	321	321	321	1.00000
GO:1904062	regulation of cation transmembrane transport	1	1	1	1.00000
GO:0033993	response to lipid	782	782	782	1.00000
GO:0051304	chromosome separation	11	11	11	1.00000
GO:0051306	mitotic sister chromatid separation	4	4	4	1.00000
GO:0046700	heterocycle catabolic process	272	272	272	1.00000
GO:0070297	regulation of phosphorelay signal transduction system	15	15	15	1.00000
GO:1990748	cellular detoxification	10	10	10	1.00000
GO:0070298	negative regulation of phosphorelay signal transduction system	12	12	12	1.00000
GO:0071462	cellular response to water stimulus	62	62	62	1.00000
GO:0035510	DNA dealkylation	4	4	4	1.00000
GO:0071466	cellular response to xenobiotic stimulus	2	2	2	1.00000
GO:1901135	carbohydrate derivative metabolic process	1191	1191	1191	1.00000
GO:0006811	ion transport	1046	1046	1046	1.00000
GO:1901136	carbohydrate derivative catabolic process	30	30	30	1.00000
GO:1901137	carbohydrate derivative biosynthetic process	650	650	650	1.00000
GO:0071450	cellular response to oxygen radical	10	10	10	1.00000
GO:0071451	cellular response to superoxide	10	10	10	1.00000
GO:0071453	cellular response to oxygen levels	16	16	16	1.00000
GO:0006818	hydrogen transport	102	102	102	1.00000
GO:0030488	tRNA methylation	2	2	2	1.00000
GO:0033962	cytoplasmic mRNA processing body assembly	1	1	1	1.00000
GO:0090150	establishment of protein localization to membrane	370	370	370	1.00000
GO:0090151	establishment of protein localization to mitochondrial membrane	3	3	3	1.00000
GO:0006842	tricarboxylic acid transport	1	1	1	1.00000
GO:0051493	regulation of cytoskeleton organization	114	114	114	1.00000
GO:0051494	negative regulation of cytoskeleton organization	11	11	11	1.00000
GO:0051495	positive regulation of cytoskeleton organization	104	104	104	1.00000
GO:0046890	regulation of lipid biosynthetic process	16	16	16	1.00000
GO:0071489	cellular response to red or far red light	45	45	45	1.00000
GO:1904029	regulation of cyclin-dependent protein kinase activity	27	27	27	1.00000
GO:0071474	cellular hyperosmotic response	1	1	1	1.00000
GO:0071478	cellular response to radiation	77	77	77	1.00000
GO:0061458	reproductive system development	1522	1522	1522	1.00000
GO:0090174	organelle membrane fusion	1	1	1	1.00000
GO:0010466	negative regulation of peptidase activity	5	5	5	1.00000
GO:0010467	gene expression	2935	2935	2935	1.00000
GO:0048447	sepal morphogenesis	67	67	67	1.00000
GO:0010469	regulation of receptor activity	1	1	1	1.00000
GO:0071426	ribonucleoprotein complex export from nucleus	66	66	66	1.00000
GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus	60	60	60	1.00000
GO:0030417	nicotianamine metabolic process	4	4	4	1.00000
GO:0071428	rRNA-containing ribonucleoprotein complex export from nucleus	5	5	5	1.00000
GO:0010453	regulation of cell fate commitment	4	4	4	1.00000
GO:0010454	negative regulation of cell fate commitment	1	1	1	1.00000
GO:0008150	biological_process	16235	16235	16235	1.00000
GO:1904030	negative regulation of cyclin-dependent protein kinase activity	27	27	27	1.00000
GO:0071417	cellular response to organonitrogen compound	7	7	7	1.00000
GO:0046864	isoprenoid transport	2	2	2	1.00000
GO:0046865	terpenoid transport	2	2	2	1.00000
GO:0070271	protein complex biogenesis	597	597	597	1.00000
GO:0000187	activation of MAPK activity	1	1	1	1.00000
GO:0008156	negative regulation of DNA replication	7	7	7	1.00000
GO:0006801	superoxide metabolic process	13	13	13	1.00000
GO:0010481	epidermal cell division	2	2	2	1.00000
GO:0051452	intracellular pH reduction	1	1	1	1.00000
GO:0060255	regulation of macromolecule metabolic process	2071	2071	2071	1.00000
GO:0043933	macromolecular complex subunit organization	640	640	640	1.00000
GO:0043934	sporulation	46	46	46	1.00000
GO:1901292	nucleoside phosphate catabolic process	1	1	1	1.00000
GO:1901293	nucleoside phosphate biosynthetic process	265	265	265	1.00000
GO:0051480	regulation of cytosolic calcium ion concentration	3	3	3	1.00000
GO:0009310	amine catabolic process	112	112	112	1.00000
GO:0009312	oligosaccharide biosynthetic process	43	43	43	1.00000
GO:0009313	oligosaccharide catabolic process	8	8	8	1.00000
GO:0071431	tRNA-containing ribonucleoprotein complex export from nucleus	2	2	2	1.00000
GO:0060284	regulation of cell development	9	9	9	1.00000
GO:0046885	regulation of hormone biosynthetic process	6	6	6	1.00000
GO:0046889	positive regulation of lipid biosynthetic process	3	3	3	1.00000
GO:0010410	hemicellulose metabolic process	200	200	200	1.00000
GO:0043901	negative regulation of multi-organism process	7	7	7	1.00000
GO:1905950	monosaccharide transmembrane transport	1	1	1	1.00000
GO:1902477	regulation of defense response to bacterium, incompatible interaction	1	1	1	1.00000
GO:0043902	positive regulation of multi-organism process	3	3	3	1.00000
GO:0046822	regulation of nucleocytoplasmic transport	2	2	2	1.00000
GO:0046824	positive regulation of nucleocytoplasmic transport	1	1	1	1.00000
GO:0046825	regulation of protein export from nucleus	1	1	1	1.00000
GO:1905957	regulation of cellular response to alcohol	49	49	49	1.00000
GO:1905958	negative regulation of cellular response to alcohol	29	29	29	1.00000
GO:1901264	carbohydrate derivative transport	32	32	32	1.00000
GO:1905959	positive regulation of cellular response to alcohol	18	18	18	1.00000
GO:0010441	guard cell development	2	2	2	1.00000
GO:1901269	lipooligosaccharide metabolic process	1	1	1	1.00000
GO:0018410	C-terminal protein amino acid modification	2	2	2	1.00000
GO:0031399	regulation of protein modification process	195	195	195	1.00000
GO:0071407	cellular response to organic cyclic compound	517	517	517	1.00000
GO:1902410	mitotic cytokinetic process	204	204	204	1.00000
GO:0010433	bract morphogenesis	2	2	2	1.00000
GO:0045682	regulation of epidermis development	2	2	2	1.00000
GO:0051447	negative regulation of meiotic cell cycle	2	2	2	1.00000
GO:0048199	vesicle targeting, to, from or within Golgi	1	1	1	1.00000
GO:0060249	anatomical structure homeostasis	64	64	64	1.00000
GO:1902446	regulation of shade avoidance	2	2	2	1.00000
GO:0009308	amine metabolic process	216	216	216	1.00000
GO:0009309	amine biosynthetic process	36	36	36	1.00000
GO:0046834	lipid phosphorylation	2	2	2	1.00000
GO:1901271	lipooligosaccharide biosynthetic process	1	1	1	1.00000
GO:0070201	regulation of establishment of protein localization	4	4	4	1.00000
GO:0046838	phosphorylated carbohydrate dephosphorylation	22	22	22	1.00000
GO:0046839	phospholipid dephosphorylation	2	2	2	1.00000
GO:0006553	lysine metabolic process	9	9	9	1.00000
GO:0006554	lysine catabolic process	1	1	1	1.00000
GO:0006558	L-phenylalanine metabolic process	11	11	11	1.00000
GO:0072350	tricarboxylic acid metabolic process	20	20	20	1.00000
GO:0072351	tricarboxylic acid biosynthetic process	4	4	4	1.00000
GO:0015697	quaternary ammonium group transport	1	1	1	1.00000
GO:0072358	cardiovascular system development	4	4	4	1.00000
GO:0072359	circulatory system development	4	4	4	1.00000
GO:0010404	cell wall hydroxyproline-rich glycoprotein metabolic process	1	1	1	1.00000
GO:0006586	indolalkylamine metabolic process	90	90	90	1.00000
GO:0035670	plant-type ovary development	137	137	137	1.00000
GO:0008104	protein localization	1031	1031	1031	1.00000
GO:0008105	asymmetric protein localization	1	1	1	1.00000
GO:0072387	flavin adenine dinucleotide metabolic process	1	1	1	1.00000
GO:0006575	cellular modified amino acid metabolic process	45	45	45	1.00000
GO:0006576	cellular biogenic amine metabolic process	149	149	149	1.00000
GO:0030162	regulation of proteolysis	6	6	6	1.00000
GO:2000603	regulation of secondary growth	2	2	2	1.00000
GO:0006522	alanine metabolic process	1	1	1	1.00000
GO:0043092	L-amino acid import	3	3	3	1.00000
GO:0006524	alanine catabolic process	1	1	1	1.00000
GO:0043094	cellular metabolic compound salvage	180	180	180	1.00000
GO:0006525	arginine metabolic process	11	11	11	1.00000
GO:0043096	purine nucleobase salvage	5	5	5	1.00000
GO:1902407	assembly of actomyosin apparatus involved in mitotic cytokinesis	6	6	6	1.00000
GO:0043097	pyrimidine nucleoside salvage	2	2	2	1.00000
GO:0006528	asparagine metabolic process	7	7	7	1.00000
GO:0071166	ribonucleoprotein complex localization	66	66	66	1.00000
GO:0003032	detection of oxygen	1	1	1	1.00000
GO:0015669	gas transport	2	2	2	1.00000
GO:0031323	regulation of cellular metabolic process	2103	2103	2103	1.00000
GO:0031324	negative regulation of cellular metabolic process	547	547	547	1.00000
GO:0010191	mucilage metabolic process	10	10	10	1.00000
GO:0031325	positive regulation of cellular metabolic process	464	464	464	1.00000
GO:0031326	regulation of cellular biosynthetic process	1816	1816	1816	1.00000
GO:0072329	monocarboxylic acid catabolic process	219	219	219	1.00000
GO:0031327	negative regulation of cellular biosynthetic process	479	479	479	1.00000
GO:0031328	positive regulation of cellular biosynthetic process	441	441	441	1.00000
GO:0031329	regulation of cellular catabolic process	13	13	13	1.00000
GO:0006518	peptide metabolic process	635	635	635	1.00000
GO:0051193	regulation of cofactor metabolic process	21	21	21	1.00000
GO:0051194	positive regulation of cofactor metabolic process	1	1	1	1.00000
GO:0051195	negative regulation of cofactor metabolic process	1	1	1	1.00000
GO:1903362	regulation of cellular protein catabolic process	1	1	1	1.00000
GO:0051196	regulation of coenzyme metabolic process	2	2	2	1.00000
GO:0018193	peptidyl-amino acid modification	400	400	400	1.00000
GO:0006547	histidine metabolic process	9	9	9	1.00000
GO:1903364	positive regulation of cellular protein catabolic process	1	1	1	1.00000
GO:0018195	peptidyl-arginine modification	5	5	5	1.00000
GO:0006549	isoleucine metabolic process	1	1	1	1.00000
GO:0018196	peptidyl-asparagine modification	1	1	1	1.00000
GO:0018198	peptidyl-cysteine modification	17	17	17	1.00000
GO:0018199	peptidyl-glutamine modification	1	1	1	1.00000
GO:0019362	pyridine nucleotide metabolic process	371	371	371	1.00000
GO:0006530	asparagine catabolic process	4	4	4	1.00000
GO:0072348	sulfur compound transport	15	15	15	1.00000
GO:0043062	extracellular structure organization	26	26	26	1.00000
GO:0009452	7-methylguanosine RNA capping	4	4	4	1.00000
GO:0006534	cysteine metabolic process	207	207	207	1.00000
GO:0019369	arachidonic acid metabolic process	1	1	1	1.00000
GO:0015672	monovalent inorganic cation transport	190	190	190	1.00000
GO:0071173	spindle assembly checkpoint	4	4	4	1.00000
GO:0006538	glutamate catabolic process	2	2	2	1.00000
GO:0071174	mitotic spindle checkpoint	4	4	4	1.00000
GO:0072330	monocarboxylic acid biosynthetic process	540	540	540	1.00000
GO:0031330	negative regulation of cellular catabolic process	3	3	3	1.00000
GO:0031331	positive regulation of cellular catabolic process	4	4	4	1.00000
GO:0031333	negative regulation of protein complex assembly	9	9	9	1.00000
GO:0031334	positive regulation of protein complex assembly	102	102	102	1.00000
GO:0072337	modified amino acid transport	4	4	4	1.00000
GO:0031335	regulation of sulfur amino acid metabolic process	5	5	5	1.00000
GO:0019357	nicotinate nucleotide biosynthetic process	2	2	2	1.00000
GO:0031336	negative regulation of sulfur amino acid metabolic process	2	2	2	1.00000
GO:0019359	nicotinamide nucleotide biosynthetic process	6	6	6	1.00000
GO:0010166	wax metabolic process	16	16	16	1.00000
GO:0000255	allantoin metabolic process	3	3	3	1.00000
GO:0050794	regulation of cellular process	3539	3539	3539	1.00000
GO:0090224	regulation of spindle organization	1	1	1	1.00000
GO:0052320	positive regulation of phytoalexin metabolic process	1	1	1	1.00000
GO:0052322	positive regulation of phytoalexin biosynthetic process	1	1	1	1.00000
GO:0043087	regulation of GTPase activity	1	1	1	1.00000
GO:0000281	mitotic cytokinesis	210	210	210	1.00000
GO:0051168	nuclear export	71	71	71	1.00000
GO:0035601	protein deacylation	12	12	12	1.00000
GO:0051169	nuclear transport	180	180	180	1.00000
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	3	3	3	1.00000
GO:0019377	glycolipid catabolic process	4	4	4	1.00000
GO:1903320	regulation of protein modification by small protein conjugation or removal	2	2	2	1.00000
GO:1903321	negative regulation of protein modification by small protein conjugation or removal	1	1	1	1.00000
GO:0010185	regulation of cellular defense response	3	3	3	1.00000
GO:0051156	glucose 6-phosphate metabolic process	182	182	182	1.00000
GO:0052314	phytoalexin metabolic process	12	12	12	1.00000
GO:0052315	phytoalexin biosynthetic process	12	12	12	1.00000
GO:0052317	camalexin metabolic process	11	11	11	1.00000
GO:0019321	pentose metabolic process	38	38	38	1.00000
GO:0052318	regulation of phytoalexin metabolic process	1	1	1	1.00000
GO:0019322	pentose biosynthetic process	1	1	1	1.00000
GO:0052319	regulation of phytoalexin biosynthetic process	1	1	1	1.00000
GO:0000279	M phase	1	1	1	1.00000
GO:0051180	vitamin transport	1	1	1	1.00000
GO:0051181	cofactor transport	7	7	7	1.00000
GO:0051182	coenzyme transport	1	1	1	1.00000
GO:0070726	cell wall assembly	6	6	6	1.00000
GO:0070727	cellular macromolecule localization	990	990	990	1.00000
GO:1903311	regulation of mRNA metabolic process	5	5	5	1.00000
GO:0051186	cofactor metabolic process	782	782	782	1.00000
GO:0051187	cofactor catabolic process	59	59	59	1.00000
GO:0046580	negative regulation of Ras protein signal transduction	1	1	1	1.00000
GO:0051188	cofactor biosynthetic process	340	340	340	1.00000
GO:1903314	regulation of nitrogen cycle metabolic process	1	1	1	1.00000
GO:0051189	prosthetic group metabolic process	6	6	6	1.00000
GO:1902182	shoot apical meristem development	1	1	1	1.00000
GO:0051172	negative regulation of nitrogen compound metabolic process	481	481	481	1.00000
GO:0060771	phyllotactic patterning	4	4	4	1.00000
GO:0019318	hexose metabolic process	272	272	272	1.00000
GO:0051173	positive regulation of nitrogen compound metabolic process	444	444	444	1.00000
GO:1903340	positive regulation of cell wall organization or biogenesis	1	1	1	1.00000
GO:0019319	hexose biosynthetic process	161	161	161	1.00000
GO:0051174	regulation of phosphorus metabolic process	192	192	192	1.00000
GO:0051175	negative regulation of sulfur metabolic process	2	2	2	1.00000
GO:0009448	gamma-aminobutyric acid metabolic process	2	2	2	1.00000
GO:0023051	regulation of signaling	132	132	132	1.00000
GO:0023052	signaling	1492	1492	1492	1.00000
GO:0046578	regulation of Ras protein signal transduction	1	1	1	1.00000
GO:1902170	cellular response to reactive nitrogen species	23	23	23	1.00000
GO:0006690	icosanoid metabolic process	2	2	2	1.00000
GO:0010110	regulation of photosynthesis, dark reaction	3	3	3	1.00000
GO:0006691	leukotriene metabolic process	1	1	1	1.00000
GO:0023056	positive regulation of signaling	29	29	29	1.00000
GO:0023057	negative regulation of signaling	66	66	66	1.00000
GO:0019348	dolichol metabolic process	16	16	16	1.00000
GO:0043043	peptide biosynthetic process	623	623	623	1.00000
GO:0051125	regulation of actin nucleation	4	4	4	1.00000
GO:0051128	regulation of cellular component organization	329	329	329	1.00000
GO:0051129	negative regulation of cellular component organization	22	22	22	1.00000
GO:0018126	protein hydroxylation	8	8	8	1.00000
GO:0009438	methylglyoxal metabolic process	93	93	93	1.00000
GO:0009439	cyanate metabolic process	1	1	1	1.00000
GO:1903338	regulation of cell wall organization or biogenesis	17	17	17	1.00000
GO:0008213	protein alkylation	289	289	289	1.00000
GO:0008214	protein dealkylation	4	4	4	1.00000
GO:0099402	plant organ development	1333	1333	1333	1.00000
GO:0008216	spermidine metabolic process	8	8	8	1.00000
GO:0061136	regulation of proteasomal protein catabolic process	1	1	1	1.00000
GO:0050789	regulation of biological process	4153	4153	4153	1.00000
GO:0019336	phenol-containing compound catabolic process	4	4	4	1.00000
GO:0031497	chromatin assembly	27	27	27	1.00000
GO:0071103	DNA conformation change	53	53	53	1.00000
GO:0043038	amino acid activation	45	45	45	1.00000
GO:0033013	tetrapyrrole metabolic process	216	216	216	1.00000
GO:0043039	tRNA aminoacylation	45	45	45	1.00000
GO:0033014	tetrapyrrole biosynthetic process	152	152	152	1.00000
GO:0046514	ceramide catabolic process	4	4	4	1.00000
GO:0033015	tetrapyrrole catabolic process	59	59	59	1.00000
GO:0050777	negative regulation of immune response	6	6	6	1.00000
GO:0046519	sphingoid metabolic process	32	32	32	1.00000
GO:0050778	positive regulation of immune response	44	44	44	1.00000
GO:1902115	regulation of organelle assembly	1	1	1	1.00000
GO:0010135	ureide metabolic process	4	4	4	1.00000
GO:1902117	positive regulation of organelle assembly	1	1	1	1.00000
GO:0010138	pyrimidine ribonucleotide salvage	2	2	2	1.00000
GO:0033043	regulation of organelle organization	245	245	245	1.00000
GO:0052305	positive regulation by organism of innate immune response in other organism involved in symbiotic interaction	6	6	6	1.00000
GO:0033045	regulation of sister chromatid segregation	5	5	5	1.00000
GO:0052306	modulation by organism of innate immune response in other organism involved in symbiotic interaction	6	6	6	1.00000
GO:0018149	peptide cross-linking	1	1	1	1.00000
GO:0033046	negative regulation of sister chromatid segregation	4	4	4	1.00000
GO:0033047	regulation of mitotic sister chromatid segregation	4	4	4	1.00000
GO:0052308	pathogen-associated molecular pattern dependent modulation by organism of innate immune response in other organism invol...	6	6	6	1.00000
GO:0033048	negative regulation of mitotic sister chromatid segregation	4	4	4	1.00000
GO:0051130	positive regulation of cellular component organization	149	149	149	1.00000
GO:0018130	heterocycle biosynthetic process	2420	2420	2420	1.00000
GO:0006664	glycolipid metabolic process	106	106	106	1.00000
GO:0009403	toxin biosynthetic process	12	12	12	1.00000
GO:0009404	toxin metabolic process	215	215	215	1.00000
GO:0033036	macromolecule localization	1241	1241	1241	1.00000
GO:0033037	polysaccharide localization	97	97	97	1.00000
GO:0006650	glycerophospholipid metabolic process	185	185	185	1.00000
GO:0023014	signal transduction by protein phosphorylation	208	208	208	1.00000
GO:0006658	phosphatidylserine metabolic process	2	2	2	1.00000
GO:0010101	post-embryonic root morphogenesis	49	49	49	1.00000
GO:0048262	determination of dorsal/ventral asymmetry	1	1	1	1.00000
GO:0006687	glycosphingolipid metabolic process	4	4	4	1.00000
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	1	1	1	1.00000
GO:0034969	histone arginine methylation	4	4	4	1.00000
GO:0006670	sphingosine metabolic process	1	1	1	1.00000
GO:0051100	negative regulation of binding	2	2	2	1.00000
GO:0051101	regulation of DNA binding	2	2	2	1.00000
GO:0009190	cyclic nucleotide biosynthetic process	1	1	1	1.00000
GO:0060700	regulation of ribonuclease activity	1	1	1	1.00000
GO:0060701	negative regulation of ribonuclease activity	1	1	1	1.00000
GO:0006677	glycosylceramide metabolic process	4	4	4	1.00000
GO:0098795	mRNA cleavage involved in gene silencing	3	3	3	1.00000
GO:0046502	uroporphyrinogen III metabolic process	1	1	1	1.00000
GO:0046503	glycerolipid catabolic process	2	2	2	1.00000
GO:0018107	peptidyl-threonine phosphorylation	1	1	1	1.00000
GO:0009199	ribonucleoside triphosphate metabolic process	218	218	218	1.00000
GO:0018108	peptidyl-tyrosine phosphorylation	1	1	1	1.00000
GO:0046505	sulfolipid metabolic process	2	2	2	1.00000
GO:0016574	histone ubiquitination	4	4	4	1.00000
GO:1990542	mitochondrial transmembrane transport	5	5	5	1.00000
GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	4	4	4	1.00000
GO:0006620	posttranslational protein targeting to endoplasmic reticulum membrane	1	1	1	1.00000
GO:0016577	histone demethylation	4	4	4	1.00000
GO:0048284	organelle fusion	49	49	49	1.00000
GO:0048285	organelle fission	314	314	314	1.00000
GO:0002376	immune system process	951	951	951	1.00000
GO:0071265	L-methionine biosynthetic process	5	5	5	1.00000
